SNo,Label
-1.731882981319022,0
-1.7315473125562892,0
-1.7312116437935563,0
-1.730875975030824,0
-1.7305403062680913,0
-1.7302046375053588,0
-1.729868968742626,0
-1.7295332999798934,0
-1.7291976312171609,0
-1.728861962454428,0
-1.7285262936916956,0
-1.728190624928963,0
-1.7278549561662302,0
-1.7275192874034977,0
-1.727183618640765,0
-1.7268479498780325,0
-1.7265122811152998,0
-1.726176612352567,0
-1.7258409435898343,0
-1.7255052748271018,0
-1.7251696060643693,0
-1.7248339373016366,0
-1.724498268538904,0
-1.7241625997761714,0
-1.7238269310134386,0
-1.723491262250706,0
-1.7231555934879734,0
-1.7228199247252407,0
-1.7224842559625082,0
-1.7221485871997757,0
-1.721812918437043,0
-1.7214772496743105,0
-1.7211415809115775,0
-1.720805912148845,0
-1.7204702433861123,0
-1.7201345746233796,0
-1.719798905860647,0
-1.7194632370979144,0
-1.719127568335182,0
-1.7187918995724492,0
-1.7184562308097164,0
-1.718120562046984,0
-1.7177848932842512,0
-1.7174492245215187,0
-1.717113555758786,0
-1.7167778869960533,0
-1.7164422182333208,0
-1.716106549470588,0
-1.7157708807078556,0
-1.7154352119451228,0
-1.71509954318239,0
-1.7147638744196576,0
-1.7144282056569249,0
-1.7140925368941924,0
-1.7137568681314597,0
-1.713421199368727,0
-1.7130855306059944,0
-1.7127498618432615,0
-1.7124141930805292,0
-1.7120785243177965,0
-1.7117428555550638,0
-1.7114071867923313,0
-1.7110715180295986,0
-1.710735849266866,0
-1.7104001805041331,0
-1.7100645117414006,0
-1.709728842978668,0
-1.7093931742159354,0
-1.709057505453203,0
-1.7087218366904702,0
-1.7083861679277377,0
-1.708050499165005,0
-1.7077148304022722,0
-1.7073791616395395,0
-1.707043492876807,0
-1.7067078241140743,0
-1.7063721553513418,0
-1.706036486588609,0
-1.7057008178258766,0
-1.7053651490631438,0
-1.7050294803004111,0
-1.7046938115376786,0
-1.704358142774946,0
-1.7040224740122134,0
-1.703686805249481,0
-1.703351136486748,0
-1.7030154677240157,0
-1.7026797989612827,0
-1.7023441301985502,0
-1.7020084614358175,0
-1.7016727926730848,0
-1.7013371239103523,0
-1.7010014551476196,0
-1.700665786384887,0
-1.7003301176221544,0
-1.6999944488594216,0
-1.6996587800966891,0
-1.6993231113339564,0
-1.698987442571224,0
-1.6986517738084912,0
-1.6983161050457585,0
-1.697980436283026,0
-1.6976447675202933,0
-1.6973090987575603,0
-1.696973429994828,0
-1.6966377612320953,0
-1.6963020924693628,0
-1.69596642370663,0
-1.6956307549438974,0
-1.6952950861811649,0
-1.694959417418432,0
-1.6946237486556996,0
-1.694288079892967,0
-1.6939524111302342,0
-1.6936167423675017,0
-1.693281073604769,0
-1.6929454048420365,0
-1.6926097360793038,0
-1.692274067316571,0
-1.6919383985538383,0
-1.6916027297911058,0
-1.691267061028373,0
-1.6909313922656406,0
-1.690595723502908,0
-1.6902600547401754,0
-1.6899243859774429,0
-1.6895887172147102,0
-1.6892530484519774,0
-1.6889173796892447,0
-1.6885817109265122,0
-1.6882460421637795,0
-1.687910373401047,0
-1.6875747046383145,0
-1.6872390358755815,0
-1.686903367112849,0
-1.6865676983501163,0
-1.6862320295873838,0
-1.685896360824651,0
-1.6855606920619184,0
-1.685225023299186,0
-1.6848893545364532,0
-1.6845536857737209,0
-1.684218017010988,0
-1.6838823482482552,0
-1.6835466794855227,0
-1.68321101072279,0
-1.6828753419600575,0
-1.6825396731973248,0
-1.682204004434592,0
-1.6818683356718596,0
-1.6815326669091268,0
-1.6811969981463943,0
-1.6808613293836616,0
-1.680525660620929,0
-1.6801899918581964,0
-1.6798543230954637,0
-1.6795186543327312,0
-1.6791829855699985,0
-1.6788473168072655,0
-1.6785116480445332,0
-1.6781759792818003,0
-1.677840310519068,0
-1.6775046417563353,0
-1.6771689729936026,0
-1.67683330423087,0
-1.6764976354681371,0
